date,state,us_state_or_territory,positive,probablecases,negative,pending,totaltestresultssource,totaltestresults,hospitalizedcurrently,hospitalizedcumulative,inicucurrently,inicucumulative,onventilatorcurrently,onventilatorcumulative,recovered,lastupdateet,datemodified,checktimeet,death,hospitalized,hospitalizeddischarged,datechecked,totaltestsviral,positivetestsviral,negativetestsviral,positivecasesviral,deathconfirmed,deathprobable,totaltestencountersviral,totaltestspeopleviral,totaltestsantibody,positivetestsantibody,negativetestsantibody,totaltestspeopleantibody,positivetestspeopleantibody,negativetestspeopleantibody,totaltestspeopleantigen,positivetestspeopleantigen,totaltestsantigen,positivetestsantigen,fips,positiveincrease,negativeincrease,total,totaltestresultsincrease,posneg,dataqualitygrade,deathincrease,hospitalizedincrease,hash,commercialscore,negativeregularscore,negativescore,positivescore,score,grade
2021-02-13,AR,Arkansas,312562,64915,2330865,,totalTestsViral,2578512,690,14298,256,,113,1474,295061,2021-02-13T00:00:00,2021-02-13T00:00:00Z,02/12 19:00,5252,14298,,2021-02-13T00:00:00Z,2578512,,2330865,247647,4201,1051,,,,,,,,,408314,76184,,,5,954,7949,2643427,8568,2643427,,40,20,6c00a282005bc35de05c6d21e04372f0dd2914cd,0,0,0,0,0,
2021-02-13,AS,American Samoa,0,,2140,,totalTestsViral,2140,,,,,,,,2020-12-01T00:00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,,2020-12-01T00:00:00Z,2140,,,0,,,,,,,,,,,,,,,60,0,0,2140,0,2140,,0,0,0e02c944f57fe67420f8cce101ea50572d48c79b,0,0,0,0,0,
2021-02-13,AZ,Arizona,795323,53357,2874760,,totalTestsViral,7179670,2300,55559,701,,412,,,2021-02-13T00:00:00,2021-02-13T00:00:00Z,02/12 19:00,14948,55559,111173,2021-02-13T00:00:00Z,7179670,,,741966,13229,1719,,3616726,,,,428010,,,,,,,4,1791,9905,3670083,38753,3670083,,114,146,d9f36554504b4827745549c741acb53627d119f2,0,0,0,0,0,
2021-02-13,CA,California,3391036,,,,totalTestsViral,45411637,9998,,2808,,,,,2021-02-13T02:59:00,2021-02-13T02:59:00Z,02/12 21:59,46435,,,2021-02-13T02:59:00Z,45411637,,,3391036,,,,,,,,,,,,,,,6,9421,0,3391036,286196,3391036,,433,0,93153b4286e93fbeb11e264e90570a28b14e1fc5,0,0,0,0,0,
2021-02-13,CO,Colorado,412983,21726,2103613,,totalTestEncountersViral,5829955,481,22778,,,,,,2021-02-13T01:59:00,2021-02-13T01:59:00Z,02/12 20:59,5814,22778,21895,2021-02-13T01:59:00Z,,,,391257,5094,720,5829955,2494870,376026,51235,322549,,,,,,,,8,1209,5157,2516596,30597,2516596,,24,75,f32e6cc278ac7878127bc531d1f820672c2878a1,0,0,0,0,0,
2021-02-13,CT,Connecticut,267337,16422,,,totalTestsViral,5897899,674,12257,,,,,,2021-02-11T23:59:00,2021-02-11T23:59:00Z,02/11 18:59,7381,12257,,2021-02-11T23:59:00Z,5897899,305265,5585218,250915,6049,1332,,,,,,,,,,,299011,17354,9,0,0,267337,0,267337,,0,0,1dc2de0127e489af9ec9460f7ed66c5df57842de,0,0,0,0,0,
2021-02-13,DC,"Washington, D.C.",38796,,,,totalTestEncountersViral,1163922,191,,48,,26,,27549,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,979,,,2021-02-12T00:00:00Z,,,,,,,1163922,426830,,,,,,,,,,,11,126,0,38796,9613,38796,,3,0,7839173391b4c2f138cbfebcca3a6296f3404e25,0,0,0,0,0,
2021-02-13,DE,Delaware,82672,4213,524005,,totalTestEncountersViral,1309388,282,,20,,,,,2021-02-12T18:00:00,2021-02-12T18:00:00Z,02/12 13:00,1282,,,2021-02-12T18:00:00Z,,86129,,78459,1159,123,1309388,606677,,,,,,,,,,,10,409,2034,606677,9113,606677,,13,0,39fd7a9331b4a8e692a379c9a6a52ca3db5bc516,0,0,0,0,0,
2021-02-13,FL,Florida,1788827,325309,8816214,7856,totalTestEncountersViral,20447964,4681,77134,,,,,,2021-02-12T23:59:00,2021-02-12T23:59:00Z,02/12 18:59,29179,77134,,2021-02-12T23:59:00Z,18044508,2338601,15620610,1463518,,,20447964,10605041,969396,154948,813960,922278,145802,776136,,,,,12,7377,28940,10612897,104841,10605041,,118,261,3fddc3c940d10665f78cb57710fab836f222bc05,0,0,0,0,0,
2021-02-13,GA,Georgia,962808,173738,,,totalTestsViral,6828948,3385,53340,,8756,,,,2021-02-13T14:50:00,2021-02-13T14:50:00Z,02/13 09:50,15850,53340,,2021-02-13T14:50:00Z,6828948,761246,,789070,13961,1889,,,460940,68116,,,,,,,,,13,3823,0,962808,35988,962808,,142,229,17d4490bc4ab3056217effc09f24bccaae380327,0,0,0,0,0,
2021-02-13,GU,Guam,7692,208,104539,,posNeg,112231,7,,4,,2,,7472,2021-02-13T04:00:00,2021-02-13T04:00:00Z,02/12 23:00,130,,,2021-02-13T04:00:00Z,112020,,,7484,,,,,347,23,,,,,,,8727,247,66,3,0,112231,3,112231,,0,0,f7f85ab0eda8e3ffe6d95c15d6cda093a8164149,0,0,0,0,0,
2021-02-13,HI,Hawaii,27527,717,,,totalTestEncountersViral,1029156,40,2149,13,,10,,,2021-02-11T14:30:00,2021-02-11T14:30:00Z,02/11 09:30,425,2149,,2021-02-11T14:30:00Z,,26354,,26810,425,,1029156,,,,,,,,,,,,15,67,0,27527,5604,27527,,0,0,2d7ea01df6888864df9532457aacb485324ba605,0,0,0,0,0,
2021-02-13,IA,Iowa,274386,,1004947,,posNeg,1279333,225,,55,,33,,301196,2021-02-13T00:00:00,2021-02-13T00:00:00Z,02/12 19:00,5236,,,2021-02-13T00:00:00Z,2592151,297412,2280957,274386,,,,1281692,,,,106700,16244,90406,229994,54333,1242704,57698,19,450,1392,1279333,1842,1279333,,13,0,a1ed2c49d2bda48eafd9bfafab50e01e61d7c529,0,0,0,0,0,
2021-02-13,ID,Idaho,167225,31276,485478,,totalTestsPeopleViral,621427,180,6875,45,1204,,,89126,2021-02-12T19:00:00,2021-02-12T19:00:00Z,02/12 14:00,1796,6875,,2021-02-12T19:00:00Z,1032823,,,135949,1582,214,,621427,,,,,,,,,78973,,16,349,1246,652703,1484,652703,,5,23,2e927955fb87fd54aa5176b6b319082a6834c503,0,0,0,0,0,
2021-02-13,IL,Illinois,1160523,,,,totalTestsViral,17106909,1892,,425,,202,,,2021-02-13T00:00:00,2021-02-13T00:00:00Z,02/12 19:00,22087,,,2021-02-13T00:00:00Z,17106909,,,,19926,2161,,,,,,,,,,,,,17,2092,0,1160523,84990,1160523,,60,0,953873d8be13f8f697bc8a0af7ff375c04ac74ae,0,0,0,0,0,
2021-02-13,IN,Indiana,647657,,2396197,,totalTestsViral,7516729,1079,41530,211,7267,109,,,2021-02-12T23:59:00,2021-02-12T23:59:00Z,02/12 18:59,12149,41530,421850,2021-02-12T23:59:00Z,7516729,737120,,,11722,427,,3043854,,,,,,,,,,,18,1232,6068,3043854,46516,3043854,,32,71,2ae8c98170d446ba411a7251ecbb7ffa9a5a5600,0,0,0,0,0,
2021-02-13,KS,Kansas,286102,,931487,,posNeg,1217589,348,8887,87,2413,42,411,,2021-02-12T10:00:00,2021-02-12T10:00:00Z,02/12 05:00,4364,8887,6057,2021-02-12T10:00:00Z,2346453,,,,,,,1217589,,,,,,,,,527485,,20,0,0,1217589,0,1217589,,0,0,321c920bdd168b5f950da7d4700ecaf428c54cc7,0,0,0,0,0,
2021-02-13,KY,Kentucky,387090,87772,,,totalTestsViral,3758264,1059,17942,266,3774,143,,45606,2021-02-13T00:00:00,2021-02-13T00:00:00Z,02/12 19:00,4272,17942,,2021-02-13T00:00:00Z,3758264,240169,,299318,3884,388,,,110038,9089,,,,,,,422540,34178,21,764,0,387090,7577,387090,,19,13,e73583bdb175bffb6000ed5d01e39264fcb2b6fe,0,0,0,0,0,
2021-02-13,LA,Louisiana,418585,56724,4887697,,posNeg,5306282,1001,,,,151,,380673,2021-02-12T13:00:00,2021-02-12T13:00:00Z,02/12 08:00,9276,,,2021-02-12T13:00:00Z,5249558,,,361861,8646,630,,,,,,,,,,,412988,,22,0,0,5306282,0,5306282,,0,0,30c0c742d59ddb7dacdcbe1a9be141c231f73d34,0,0,0,0,0,
2021-02-13,MA,Massachusetts,555895,28460,4219058,,totalTestsViral,14837659,1149,18859,291,,196,,453740,2021-02-12T23:59:00,2021-02-12T23:59:00Z,02/12 18:59,15424,18859,,2021-02-12T23:59:00Z,14837659,631088,,527435,15116,308,,4746493,,,,151476,14572,,516146,,,,25,2083,10085,4774953,99915,4774953,,66,0,0ceec244a9b00d4dfd100931714b4a0de2775e5e,0,0,0,0,0,
2021-02-13,MD,Maryland,370136,,2921351,,totalTestsViral,7429742,1192,33728,316,,,,9565,2021-02-13T10:00:00,2021-02-13T10:00:00Z,02/13 05:00,7536,33728,,2021-02-13T10:00:00Z,7429742,451276,,370136,7356,180,,3291487,,,,191877,25610,166267,,,,,24,1159,7608,3291487,41128,3291487,,33,99,1208753f2a86983b053f871b21a7b7d71c7b1374,0,0,0,0,0,
2021-02-13,ME,Maine,42419,8596,,,totalTestsViral,1468870,100,1476,27,,9,,12641,2021-02-12T23:59:00,2021-02-12T23:59:00Z,02/12 18:59,647,1476,,2021-02-12T23:59:00Z,1468870,39087,,33823,634,13,,,14712,762,13938,,,,,,170971,9243,23,160,0,42419,7598,42419,,4,7,b00118da2e2c1b152f4cf85a014447bf608ad43f,0,0,0,0,0,
2021-02-13,MI,Michigan,628956,54732,,,totalTestsViral,9938349,1024,,293,,123,,517991,2021-02-13T00:00:00,2021-02-13T00:00:00Z,02/12 19:00,16119,,,2021-02-13T00:00:00Z,9938349,727760,9210589,574224,15150,969,,,509378,,,,,,,,,,26,944,0,628956,34182,628956,,92,0,7b210c924e46b46de1169a307db300d3e93061e7,0,0,0,0,0,
2021-02-13,MN,Minnesota,472791,21669,2904883,,totalTestEncountersViral,6563488,326,25116,73,5183,,,458492,2021-02-12T17:00:00,2021-02-12T17:00:00Z,02/12 12:00,6369,25116,,2021-02-12T17:00:00Z,,,,451122,6104,265,6563488,3356005,,,,,,,,,381199,,27,940,7153,3377674,27770,3377674,,7,69,cee3f2d8c0fae47ef96524b93dd69d9542674399,0,0,0,0,0,
2021-02-13,MO,Missouri,470752,,1817614,,totalTestsViral,4321174,1490,,327,,211,,,2021-02-13T00:59:00,2021-02-13T00:59:00Z,02/12 19:59,7453,,,2021-02-13T00:59:00Z,4321174,519546,3792467,470752,,,,2288366,144507,22193,122126,130204,,,315781,,748734,76962,29,645,2745,2288366,10112,2288366,,11,0,284aebd3bd5dba9ec514aca5f59050f62fe41bfa,0,0,0,0,0,
2021-02-13,MP,Northern Mariana Islands,134,,17429,,posNeg,17563,,4,,,,,29,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,2,4,,2021-02-12T00:00:00Z,26131,,,134,2,,,17542,,,,,,,,,,,69,0,0,17563,0,17563,,0,0,94ea01c4876efee27016d917491a0d3ed7367c3e,0,0,0,0,0,
2021-02-13,MS,Mississippi,286343,107176,1360637,,posNeg,1646980,648,8902,165,,108,,253140,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,6461,8902,,2021-02-12T00:00:00Z,1538094,,,179167,4568,1893,,,77438,,,,,,,,680977,,28,695,0,1646980,695,1646980,,32,0,6cf8b3284c0dad99e15613b663b0ea57157f94b5,0,0,0,0,0,
2021-02-13,MT,Montana,97297,2798,,,totalTestsViral,1017979,92,4441,24,,15,,93148,2021-02-13T01:59:00,2021-02-13T01:59:00Z,02/12 20:59,1327,4441,,2021-02-13T01:59:00Z,1017979,,,94499,,,,,,,,,,,,,,,30,234,0,97297,5734,97297,,3,9,8d74e71e8764f9c02ac6ca8e89b6597987e89459,0,0,0,0,0,
2021-02-13,NC,North Carolina,818724,98271,,,totalTestsViral,8936233,2101,,496,,,,,2021-02-13T11:40:00,2021-02-13T11:40:00Z,02/13 06:40,10453,,730454,2021-02-13T11:40:00Z,8936233,,,720453,9306,1147,,,,,,,,,,,649506,,37,4130,0,818724,46903,818724,,77,0,dce432ae2add72ea73e9eb52e6df78cabf1005ba,0,0,0,0,0,
2021-02-13,ND,North Dakota,98551,4787,301542,,totalTestEncountersViral,1377365,36,3828,6,557,,,96305,2021-02-13T01:59:00,2021-02-13T01:59:00Z,02/12 20:59,1461,3828,,2021-02-13T01:59:00Z,1471278,,,93764,,,1377365,399186,13395,1442,11953,,,,,,117414,,38,85,0,400093,1152,400093,,0,1,d5bf3dd921d68aad500563f7c55bd4909dd94f8a,0,0,0,0,0,
2021-02-13,NE,Nebraska,197027,,750270,,totalTestsViral,2247248,201,5942,,,,,142112,2021-02-13T10:45:00,2021-02-13T10:45:00Z,02/13 05:45,2002,5942,,2021-02-13T10:45:00Z,2247248,227596,2018183,,,,,947799,,,,,,,,,,,31,1542,2051,947297,15802,947297,,0,6,952069f29a2cb62fc5af77e788d35212f8ebdc84,0,0,0,0,0,
2021-02-13,NH,New Hampshire,70505,20413,565707,,totalTestsViral,1355252,128,1073,,336,,,66122,2021-02-13T00:00:00,2021-02-13T00:00:00Z,02/12 19:00,1130,1073,,2021-02-13T00:00:00Z,1355252,,,50092,,,,615799,38628,,,37090,,,,,163630,,33,433,527,636212,13771,636212,,4,2,ef3f1d179c4e02df1941d4ca9210c27c875f6796,0,0,0,0,0,
2021-02-13,NJ,New Jersey,743819,80403,9333715,,posNeg,10077534,2514,62347,519,,343,,,2021-02-13T00:00:00,2021-02-13T00:00:00Z,02/12 19:00,22440,62347,71805,2021-02-13T00:00:00Z,9997131,,,663416,20194,2246,,,,,,,,,,,,,34,3757,65979,10077534,69736,10077534,,47,126,e7f33792d03afbc50fba4b9c04e49f8a5e5def3b,0,0,0,0,0,
2021-02-13,NM,New Mexico,180289,,,,totalTestsViral,2535285,341,12657,,,,,118926,2021-02-13T17:49:00,2021-02-13T17:49:00Z,02/13 12:49,3516,12657,,2021-02-13T17:49:00Z,2535285,,,,,,,,,,,,,,,,,,35,565,0,180289,23184,180289,,14,23,71abef1ed15c20a39731ee3d0121607dc0e2c99a,0,0,0,0,0,
2021-02-13,NV,Nevada,287836,,1083738,,totalTestEncountersViral,2604210,827,,201,,127,,,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,4694,,,2021-02-12T00:00:00Z,,,,287836,,,2604210,1371574,,,,,,,,,,,32,813,3295,1371574,13564,1371574,,31,0,caa3384f4d775939961a9449782d080bdbf7fbbc,0,0,0,0,0,
2021-02-13,NY,New York,1521453,,,,totalTestEncountersViral,34802244,6888,89995,1328,,908,,,2021-02-12T14:00:00,2021-02-12T14:00:00Z,02/12 09:00,37009,89995,137276,2021-02-12T14:00:00Z,,,,,,,34802244,,,,,,,,,,,,36,8763,0,1521453,253563,1521453,,127,0,f955905d96b35a69a020fd9671d6c4305be67e91,0,0,0,0,0,
2021-02-13,OH,Ohio,937541,127952,,,totalTestsViral,9559780,1703,48492,462,6925,282,,855734,2021-02-13T14:00:00,2021-02-13T14:00:00Z,02/13 09:00,16340,48492,,2021-02-13T14:00:00Z,9559780,837622,,809589,13898,2442,,,,,,,,,,,1483582,77974,39,2799,0,937541,35120,937541,,1204,81,79098f663d0511e1fe1e7cbac9d6882ed9895df2,0,0,0,0,0,
2021-02-13,OK,Oklahoma,412276,,2957605,3273,posNeg,3369881,755,23150,229,,,,386420,,,,3994,23150,,,3343102,376862,2957605,,,,,,142681,19845,,,,,,,,,40,1458,9971,3373154,11429,3369881,,35,65,00f4bb3f2c6c5ecad435122dcf14ce137c17a5b8,0,0,0,0,0,
2021-02-13,OR,Oregon,149576,,,,totalTestsViral,3384703,226,8185,51,,27,,,2021-02-12T03:01:00,2021-02-12T03:01:00Z,02/11 22:01,2094,8185,,2021-02-12T03:01:00Z,3384703,196624,3187079,,,,,,,,,,,,,,,,41,494,0,149576,20326,149576,,38,23,5a3a147b2eee52c20c6dfb74cf89bd7b5edd36b7,0,0,0,0,0,
2021-02-13,PA,Pennsylvania,892344,120892,3757904,,totalTestEncountersViral,9799882,2452,,489,,271,,776339,2021-02-13T12:00:00,2021-02-13T12:00:00Z,02/13 07:00,23072,,,2021-02-13T12:00:00Z,,,,771452,,,9799882,4529356,,,,,,,,,,,42,4088,13578,4650248,72154,4650248,,113,0,8139c0c5d3a22d80145a67a8016a91707a231452,0,0,0,0,0,
2021-02-13,PR,Puerto Rico,97313,7356,305972,,posNeg,403285,213,,45,,45,,87165,2021-02-13T00:00:00,2021-02-13T00:00:00Z,02/12 19:00,1915,,,2021-02-13T00:00:00Z,415664,20103,395291,89957,1619,296,,,,74370,,,,,,,,,72,389,0,403285,389,403285,,8,0,6d088e051635faef29b33923080f638dade7b40e,0,0,0,0,0,
2021-02-13,RI,Rhode Island,121264,,647615,,totalTestEncountersViral,2760374,222,8689,39,,20,,,2021-02-15T16:42:00,2021-02-15T16:42:00Z,02/15 11:42,2329,8689,7496,2021-02-15T16:42:00Z,,144637,2615737,,,,2760374,768879,,,,,,,,,,,44,443,1448,768879,23401,768879,,39,0,278262ba689a24fc24a4e41ed489f0ae6b1292d5,0,0,0,0,0,
2021-02-13,SC,South Carolina,483140,59429,4148608,,posNeg,4631748,1302,19307,301,,174,,217023,2021-02-11T23:59:00,2021-02-11T23:59:00Z,02/11 18:59,7911,19307,,2021-02-11T23:59:00Z,4572319,544547,4027772,423711,7072,839,,,126952,24790,102162,,,,,,754716,98715,45,2983,32800,4631748,35783,4631748,,17,102,78f5c4cbf3c6f438ec6e6c64ff17dd0e0300af5b,0,0,0,0,0,
2021-02-13,SD,South Dakota,110205,12099,302643,,totalTestsViral,671475,82,6431,12,,13,,106248,2021-02-12T14:00:00,2021-02-12T14:00:00Z,02/12 09:00,1838,6431,,2021-02-12T14:00:00Z,671475,103366,,98106,,,,412848,,,,,,,,,,,46,137,535,412848,1663,412848,,7,6,d398af4b6ee925a5fdc0e95544c6062648035b18,0,0,0,0,0,
2021-02-13,TN,Tennessee,756071,119280,,,totalTestsViral,6592275,1285,17997,331,,181,,720977,2021-02-13T15:00:00,2021-02-13T15:00:00Z,02/13 10:00,10902,17997,,2021-02-13T15:00:00Z,6592275,734339,5857936,636791,8769,2133,,,,,,,,,,,1236965,130365,47,1792,0,756071,20034,756071,,9,28,c9ce9d1d08b56d8bab0218cc302d5484308c1f13,0,0,0,0,0,
2021-02-13,TX,Texas,2553127,337242,,,totalTestsViral,18700767,8395,,2543,,,,2220233,2021-02-13T15:00:00,2021-02-13T15:00:00Z,02/13 10:00,40378,,,2021-02-13T15:00:00Z,18700767,2510207,,2215885,,,,,983897,139990,,,,,,,2168000,186571,48,11282,0,2553127,95013,2553127,,283,0,2a132f1b6e38560894d37ec1fae9be5a9caba658,0,0,0,0,0,
2021-02-13,UT,Utah,360584,,1484833,,totalTestsViral,2732808,333,14151,116,2225,,776,332702,2021-02-13T10:22:00,2021-02-13T10:22:00Z,02/13 05:22,1790,14151,,2021-02-13T10:22:00Z,2732808,334688,2398120,,,,,1791707,,,,,,,325855,53095,851984,55400,49,943,3591,1845417,9475,1845417,,5,48,4b22384633f225d24f27f60f0d7468be65f31468,0,0,0,0,0,
2021-02-13,VA,Virginia,547424,113011,,258,totalTestEncountersViral,5583255,1991,22846,408,,262,,,2021-02-12T17:00:00,2021-02-12T17:00:00Z,02/12 12:00,6996,22846,42887,2021-02-12T17:00:00Z,,530908,,434413,6010,986,5583255,,215396,25630,,,,,,,1222541,113322,51,3215,0,547682,29300,547424,,30,128,52cf5fba77bda4204c508be543dd32b3debed46b,0,0,0,0,0,
2021-02-13,VI,United States Virgin Islands,2524,,41924,99,posNeg,44448,,,,,,,2399,2021-02-12T09:41:00,2021-02-12T09:41:00Z,02/12 04:41,25,,,2021-02-12T09:41:00Z,,,,,,,,44547,,,,,,,,,,,78,0,0,44547,0,44448,,0,0,abd9a7ce76ffbb8310c5b7f4105431148b5f2dc6,0,0,0,0,0,
2021-02-13,VT,Vermont,13561,342,303219,,totalTestsViral,958666,49,,8,,,,10547,2021-02-12T23:59:00,2021-02-12T23:59:00Z,02/12 18:59,189,,,2021-02-12T23:59:00Z,958666,,,13219,,,,316438,,,,,,,,,,,50,146,442,316780,-2876,316780,,0,0,00600d7a926d5b1000520a05efd4c6660db9a6a8,0,0,0,0,0,
2021-02-13,WA,Washington,327167,16626,,,totalTestEncountersViral,4866993,704,18604,160,,48,,,2021-02-12T02:59:00,2021-02-12T02:59:00Z,02/11 21:59,4675,18604,,2021-02-12T02:59:00Z,,310521,4556332,310541,,,4866993,,,,,,,,,,,,53,1008,0,327167,26917,327167,,42,73,c431715364b88b303e49c92227fcd1d4e0ec0ccf,0,0,0,0,0,
2021-02-13,WI,Wisconsin,606651,51851,2560840,43,totalTestEncountersViral,6479789,461,25268,120,2219,,,536864,2021-02-13T00:00:00,2021-02-13T00:00:00Z,02/12 19:00,6744,25268,,2021-02-13T00:00:00Z,,,,554800,6161,583,6479789,3115640,,,,,,,,,,,55,866,3752,3167534,25645,3167491,,10,71,f04f4602e7aaa40e2f99eb059cae32247902f23a,0,0,0,0,0,
2021-02-13,WV,West Virginia,127282,25316,,,totalTestsViral,2053046,321,,77,,37,,112541,2021-02-12T23:59:00,2021-02-12T23:59:00Z,02/12 18:59,2201,,,2021-02-12T23:59:00Z,2053046,,,101966,1875,326,,,31742,,,,,,,,,,54,395,0,127282,10468,127282,,1,0,f7fbdc1ef9d2ba6496a1a65fd7cd97bc44405079,0,0,0,0,0,
2021-02-13,WY,Wyoming,53086,7875,175047,,totalTestsViral,604578,44,1311,,,,,51640,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,647,1311,,2021-02-12T00:00:00Z,604578,37735,559222,45211,,,,220258,,,,,,,,,,,56,0,0,228133,0,228133,,0,0,bd208c00fc36cd0ae9831e979387976ff67846c3,0,0,0,0,0,
2021-02-12,AK,Alaska,54282,,,,totalTestsViral,1584548,35,1230,,,5,,,2021-02-12T03:59:00,2021-02-12T03:59:00Z,02/11 22:59,282,1230,,2021-02-12T03:59:00Z,1584548,65613,1517076,,,,,,,,,,,,,,,,2,148,0,54282,7192,54282,,2,3,60508920416c9cda3aedadbc86fbcd96f3df50f0,0,0,0,0,0,
2021-02-12,AL,Alabama,478667,103040,1842516,,totalTestsPeopleViral,2218143,1267,44148,,2595,,1472,264621,2021-02-12T11:00:00,2021-02-12T11:00:00Z,02/12 06:00,9180,44148,,2021-02-12T11:00:00Z,,,,375627,7204,1976,,2218143,,,,111655,,,,,,,1,1097,5891,2321183,6772,2321183,,159,242,90074a4ab15c2008c762973dcc2173564096ad0f,0,0,0,0,0,
2021-02-12,AR,Arkansas,311608,64580,2322916,,totalTestsViral,2569944,712,14278,258,,123,1473,293796,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,5212,14278,,2021-02-12T00:00:00Z,2569944,,2322916,247028,4179,1033,,,,,,,,,405490,75810,,,5,565,6230,2634524,6669,2634524,,13,23,54be062eccc2547b169e2f5b4ca3aab8d7d0b2fb,0,0,0,0,0,
2021-02-12,AS,American Samoa,0,,2140,,totalTestsViral,2140,,,,,,,,2020-12-01T00:00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,,2020-12-01T00:00:00Z,2140,,,0,,,,,,,,,,,,,,,60,0,0,2140,0,2140,,0,0,871aea42b21a62c09587906b906d35610004e105,0,0,0,0,0,
2021-02-12,AZ,Arizona,793532,53218,2864855,,totalTestsViral,7140917,2396,55413,705,,466,,,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,14834,55413,110642,2021-02-12T00:00:00Z,7140917,,,740314,13128,1706,,3605169,,,,427041,,,,,,,4,2426,9590,3658387,35221,3658387,,172,141,83e0c16ba8f346316dc827d32dbe2d6a36d50b91,0,0,0,0,0,
2021-02-12,CA,California,3381615,,,,totalTestsViral,45125441,10505,,2930,,,,,2021-02-12T02:59:00,2021-02-12T02:59:00Z,02/11 21:59,46002,,,2021-02-12T02:59:00Z,45125441,,,3381615,,,,,,,,,,,,,,,6,10059,0,3381615,201460,3381615,,546,0,5a131108da354a5e8d66a1f1e9c6ac3455e47d60,0,0,0,0,0,
2021-02-12,CO,Colorado,411774,21261,2098456,,totalTestEncountersViral,5799358,470,22703,,,,,,2021-02-12T01:59:00,2021-02-12T01:59:00Z,02/11 20:59,5790,22703,21816,2021-02-12T01:59:00Z,,,,390153,5071,719,5799358,2488609,373784,50461,320525,,,,,,,,8,2091,8431,2510230,43208,2510230,,9,48,066dea4c8387faaf3e77848629142c94363209d7,0,0,0,0,0,
2021-02-12,CT,Connecticut,267337,16422,,,totalTestsViral,5897899,674,12257,,,,,,2021-02-11T23:59:00,2021-02-11T23:59:00Z,02/11 18:59,7381,12257,,2021-02-11T23:59:00Z,5897899,305265,5585218,250915,6049,1332,,,,,,,,,,,299011,17354,9,838,0,267337,33093,267337,,27,0,36596a2ffcc4d2d1616436511375ab2fd4489345,0,0,0,0,0,
2021-02-12,DC,"Washington, D.C.",38670,,,,totalTestEncountersViral,1154309,207,,57,,32,,27473,2021-02-11T00:00:00,2021-02-11T00:00:00Z,02/10 19:00,976,,,2021-02-11T00:00:00Z,,,,,,,1154309,427581,,,,,,,,,,,11,137,0,38670,2825,38670,,3,0,a0cd881d227ec2fb2758c53bad368f4398ee70a2,0,0,0,0,0,
2021-02-12,DE,Delaware,82263,4197,521971,,totalTestEncountersViral,1300275,247,,23,,,,,2021-02-11T18:00:00,2021-02-11T18:00:00Z,02/11 13:00,1269,,,2021-02-11T18:00:00Z,,85725,,78066,1148,121,1300275,604234,,,,,,,,,,,10,388,1510,604234,7055,604234,,7,0,c5edec0be9f4574f64633e94379d06afdaf8ef19,0,0,0,0,0,
2021-02-12,FL,Florida,1781450,323052,8787274,7783,totalTestEncountersViral,20343123,4825,76873,,,,,,2021-02-11T23:59:00,2021-02-11T23:59:00Z,02/11 18:59,29061,76873,,2021-02-11T23:59:00Z,17963576,2328793,15549919,1458398,,,20343123,10568724,969396,154948,813960,922278,145802,776136,,,,,12,7437,29198,10576507,109356,10568724,,190,286,3a2d69e62494cd2077d8534e939b43fd5376f838,0,0,0,0,0,
2021-02-12,GA,Georgia,958985,172708,,,totalTestsViral,6792960,3362,53111,,8741,,,,2021-02-12T14:50:00,2021-02-12T14:50:00Z,02/12 09:50,15708,53111,,2021-02-12T14:50:00Z,6792960,758098,,786277,13856,1852,,,458930,67173,,,,,,,,,13,3900,0,958985,27070,958985,,195,258,cad2318a5c96fcce4a3bc392bd2bd1f5d1262f88,0,0,0,0,0,
2021-02-12,GU,Guam,7689,208,104539,,posNeg,112228,8,,4,,4,,7472,2021-02-12T06:00:00,2021-02-12T06:00:00Z,02/12 01:00,130,,,2021-02-12T06:00:00Z,112020,,,7481,,,,,347,23,,,,,,,8727,247,66,3,367,112228,370,112228,,0,0,aa9691da6e8ff057f60f12a6830cb488cbf0fa46,0,0,0,0,0,
2021-02-12,HI,Hawaii,27460,717,,,totalTestEncountersViral,1023552,40,2149,13,,10,,,2021-02-10T14:30:00,2021-02-10T14:30:00Z,02/10 09:30,425,2149,,2021-02-10T14:30:00Z,,26290,,26743,425,,1023552,,,,,,,,,,,,15,90,0,27460,5556,27460,,1,2,b394503a4a228bdfb82d1839453fbc0c8c325534,0,0,0,0,0,
2021-02-12,IA,Iowa,273936,,1003555,,posNeg,1277491,249,,59,,33,,300366,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,5223,,,2021-02-12T00:00:00Z,2585809,296909,2275171,273936,,,,1279853,,,,106528,16144,90334,229287,54203,1234633,57564,19,519,1290,1277491,1809,1277491,,27,0,6a9198fce86d95701824566e63238491d92af912,0,0,0,0,0,
